Time,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f),Cs(r)
0.0114,1.26374052e+00,6.26808354e-01,6.36932161e-01,1.01238066e-01,5.12978702e-02,4.99401958e-02,6.78837182e-04,-5.06190330e-03,6.31870258e-02,-9.21805094e-20,6.31870258e-02,-6.31870258e-02
0.0115,1.26700648e+00,6.28807386e-01,6.38199095e-01,9.39170933e-02,4.72242760e-02,4.66928173e-02,2.65729350e-04,-4.69585466e-03,6.33503240e-02,-9.07497047e-20,6.33503240e-02,-6.33503240e-02
0.0116,1.27051052e+00,6.31438613e-01,6.39071908e-01,7.63329456e-02,3.79854537e-02,3.83474919e-02,-1.81019067e-04,-3.81664728e-03,6.35255260e-02,-8.86216896e-20,6.35255260e-02,-6.35255260e-02
0.0117,1.27377984e+00,6.34410092e-01,6.39369751e-01,4.95965931e-02,2.41840396e-02,2.54125536e-02,-6.14256992e-04,-2.47982966e-03,6.36889922e-02,-8.50412852e-20,6.36889922e-02,-6.36889922e-02
0.0118,1.27611581e+00,6.37275167e-01,6.38840642e-01,1.56547552e-02,6.84120097e-03,8.81355424e-03,-9.86176634e-04,-7.82737761e-04,6.38057905e-02,-8.22541908e-20,6.38057905e-02,-6.38057905e-02
0.0119,1.27991524e+00,6.41095921e-01,6.38819320e-01,-2.27660094e-02,-1.26386183e-02,-1.01273911e-02,-1.25561361e-03,1.13830047e-03,6.39957620e-02,-7.87897637e-20,6.39957620e-02,-6.39957620e-02
0.012,1.28422163e+00,6.45177817e-01,6.39043814e-01,-6.13400345e-02,-3.20533505e-02,-2.92866840e-02,-1.38333328e-03,3.06700172e-03,6.42110815e-02,-7.54081493e-20,6.42110815e-02,-6.42110815e-02
0.0121,1.28904732e+00,6.49209671e-01,6.39837646e-01,-9.37202515e-02,-4.81939302e-02,-4.55263214e-02,-1.33380439e-03,4.68601258e-03,6.44523658e-02,-7.16666273e-20,6.44523658e-02,-6.44523658e-02
0.0122,1.29383547e+00,6.52684913e-01,6.41150556e-01,-1.15343568e-01,-5.87639778e-02,-5.65795899e-02,-1.09219393e-03,5.76717838e-03,6.46917734e-02,-7.04075425e-20,6.46917734e-02,-6.46917734e-02
0.0123,1.29769721e+00,6.55068467e-01,6.42628739e-01,-1.24397279e-01,-6.28710923e-02,-6.15261867e-02,-6.72452768e-04,6.21986395e-03,6.48848603e-02,-7.02120346e-20,6.48848603e-02,-6.48848603e-02
0.0124,1.30142270e+00,6.56616468e-01,6.44806230e-01,-1.18102375e-01,-5.91685273e-02,-5.89338480e-02,-1.17339681e-04,5.90511877e-03,6.50711349e-02,-7.24597074e-20,6.50711349e-02,-6.50711349e-02
0.0125,1.30472166e+00,6.57222228e-01,6.47499431e-01,-9.72279756e-02,-4.81054054e-02,-4.91225702e-02,5.08582409e-04,4.86139878e-03,6.52360829e-02,-7.76785176e-20,6.52360829e-02,-6.52360829e-02
0.0126,1.30706403e+00,6.56654847e-01,6.50409182e-01,-6.24566507e-02,-3.00999659e-02,-3.23566847e-02,1.12835940e-03,3.12283253e-03,6.53532014e-02,-8.25432787e-20,6.53532014e-02,-6.53532014e-02
0.0127,1.31005025e+00,6.55800895e-01,6.54249350e-01,-1.55154460e-02,-6.08808604e-03,-9.42735996e-03,1.66963696e-03,7.75772300e-04,6.55025123e-02,-8.75539349e-20,6.55025123e-02,-6.55025123e-02
0.0128,1.31234676e+00,6.54299146e-01,6.58047618e-01,3.74847218e-02,2.08116696e-02,1.66730522e-02,2.06930873e-03,-1.87423609e-03,6.56173382e-02,-9.31629840e-20,6.56173382e-02,-6.56173382e-02
0.0129,1.31577012e+00,6.53402466e-01,6.62367652e-01,8.96518576e-02,4.71038578e-02,4.25479998e-02,2.27792900e-03,-4.48259288e-03,6.57885059e-02,-9.83730045e-20,6.57885059e-02,-6.57885059e-02
0.013,1.32121779e+00,6.53932063e-01,6.67285732e-01,1.33536690e-01,6.90180867e-02,6.45186035e-02,2.24974162e-03,-6.67683451e-03,6.60608897e-02,-1.02512386e-19,6.60608897e-02,-6.60608897e-02
0.0131,1.32645424e+00,6.55116304e-01,6.71337931e-01,1.62216273e-01,8.30589556e-02,7.91573169e-02,1.95081932e-03,-8.11081363e-03,6.63227118e-02,-1.04861979e-19,6.63227118e-02,-6.63227118e-02
0.0132,1.33038989e+00,6.56575070e-01,6.73814817e-01,1.72397479e-01,8.75975022e-02,8.47999767e-02,1.39876279e-03,-8.61987394e-03,6.65194943e-02,-1.04748108e-19,6.65194943e-02,-6.65194943e-02
0.0133,1.33418757e+00,6.58977103e-01,6.75210463e-01,1.62333607e-01,8.18285419e-02,8.05050648e-02,6.61738540e-04,-8.11668034e-03,6.67093783e-02,-1.02055321e-19,6.67093783e-02,-6.67093783e-02
0.0134,1.33622873e+00,6.61452337e-01,6.74776394e-01,1.33240566e-01,6.64666254e-02,6.67739410e-02,-1.53657793e-04,-6.66202832e-03,6.68114366e-02,-9.86622363e-20,6.68114366e-02,-6.68114366e-02
0.0135,1.33717001e+00,6.64213190e-01,6.72956824e-01,8.74363457e-02,4.27666537e-02,4.46696920e-02,-9.51519172e-04,-4.37181729e-03,6.68585007e-02,-9.32563547e-20,6.68585007e-02,-6.68585007e-02
0.0136,1.33700748e+00,6.67133925e-01,6.69873558e-01,2.73963245e-02,1.20636680e-02,1.53326564e-02,-1.63449421e-03,-1.36981622e-03,6.68503741e-02,-8.64551748e-20,6.68503741e-02,-6.68503741e-02
0.0137,1.33839027e+00,6.71201705e-01,6.67188568e-01,-4.01313746e-02,-2.22001619e-02,-1.79312126e-02,-2.13447467e-03,2.00656873e-03,6.69195136e-02,-8.01108469e-20,6.69195136e-02,-6.69195136e-02
0.0138,1.34125650e+00,6.75877505e-01,6.65378992e-01,-1.04985137e-01,-5.48754718e-02,-5.01096652e-02,-2.38290329e-03,5.24925685e-03,6.70628248e-02,-7.39616874e-20,6.70628248e-02,-6.70628248e-02
0.0139,1.34539105e+00,6.80517838e-01,6.64873207e-01,-1.56446307e-01,-8.05224125e-02,-7.59238948e-02,-2.29925887e-03,7.82231536e-03,6.72695523e-02,-6.95603777e-20,6.72695523e-02,-6.72695523e-02
0.014,1.35007842e+00,6.84394192e-01,6.65684229e-01,-1.87099630e-01,-9.54110556e-02,-9.16885748e-02,-1.86124038e-03,9.35498152e-03,6.75039210e-02,-6.78804998e-20,6.75039210e-02,-6.75039210e-02
0.0141,1.35440427e+00,6.86905545e-01,6.67498725e-01,-1.94068203e-01,-9.81617048e-02,-9.59064987e-02,-1.12760306e-03,9.70341017e-03,6.77202135e-02,-6.94300109e-20,6.77202135e-02,-6.77202135e-02
0.0142,1.35671047e+00,6.87107545e-01,6.69602928e-01,-1.75046175e-01,-8.77256698e-02,-8.73205050e-02,-2.02582404e-04,8.75230874e-03,6.78355236e-02,-7.25401023e-20,6.78355236e-02,-6.78355236e-02
0.0143,1.35830577e+00,6.85788694e-01,6.72517072e-01,-1.32716224e-01,-6.55701960e-02,-6.71460283e-02,7.87916194e-04,6.63581121e-03,6.79152883e-02,-7.75798568e-20,6.79152883e-02,-6.79152883e-02
0.0144,1.35716981e+00,6.82113912e-01,6.75055902e-01,-7.05801025e-02,-3.35713298e-02,-3.70087727e-02,1.71872147e-03,3.52900512e-03,6.78584907e-02,-8.51027160e-20,6.78584907e-02,-6.78584907e-02
0.0145,1.35657109e+00,6.77979168e-01,6.78591925e-01,6.12756538e-03,5.54874024e-03,5.78825137e-04,2.48495755e-03,-3.06378269e-04,6.78285547e-02,-9.34661554e-20,6.78285547e-02,-6.78285547e-02
0.0146,1.35824307e+00,6.74786889e-01,6.83456177e-01,8.66928889e-02,4.63476856e-02,4.03452033e-02,3.00124114e-03,-4.33464444e-03,6.79121533e-02,-1.01140052e-19,6.79121533e-02,-6.79121533e-02
0.0147,1.36063845e+00,6.72409091e-01,6.88229358e-01,1.58202677e-01,8.22854074e-02,7.59172692e-02,3.18406910e-03,-7.91013383e-03,6.80319225e-02,-1.07466964e-19,6.80319225e-02,-6.80319225e-02
0.0148,1.36560846e+00,6.72331514e-01,6.93276951e-01,2.09454376e-01,1.07679454e-01,1.01774922e-01,2.95226636e-03,-1.04727188e-02,6.82804232e-02,-1.11122163e-19,6.82804232e-02,-6.82804232e-02
0.0149,1.37168811e+00,6.74120292e-01,6.97567822e-01,2.34475300e-01,1.19544361e-01,1.14930938e-01,2.30671141e-03,-1.17237650e-02,6.85844057e-02,-1.12304274e-19,6.85844057e-02,-6.85844057e-02
0.015,1.37487005e+00,6.75922643e-01,6.98947407e-01,2.30247646e-01,1.16470848e-01,1.13776798e-01,1.34702471e-03,-1.15123823e-02,6.87435025e-02,-1.09865135e-19,6.87435025e-02,-6.87435025e-02
0.0151,1.37673690e+00,6.78570295e-01,6.98166605e-01,1.95963103e-01,9.82030047e-02,9.77600981e-02,2.21453300e-04,-9.79815514e-03,6.88368450e-02,-1.05792595e-19,6.88368450e-02,-6.88368450e-02
0.0152,1.37549152e+00,6.80884511e-01,6.94607009e-01,1.37224986e-01,6.76919583e-02,6.95330274e-02,-9.20534525e-04,-6.86124928e-03,6.87745760e-02,-1.00191083e-19,6.87745760e-02,-6.87745760e-02
0.0153,1.37191560e+00,6.82967288e-01,6.88948317e-01,5.98102889e-02,2.79714569e-02,3.18388320e-02,-1.93368754e-03,-2.99051444e-03,6.85957802e-02,-9.19740770e-20,6.85957802e-02,-6.85957802e-02
0.0154,1.37058476e+00,6.86771375e-01,6.83813387e-01,-2.95798767e-02,-1.74978693e-02,-1.20820074e-02,-2.70793092e-03,1.47899384e-03,6.85292381e-02,-8.21503998e-20,6.85292381e-02,-6.85292381e-02
0.0155,1.37216609e+00,6.91948762e-01,6.80217330e-01,-1.17314314e-01,-6.18207656e-02,-5.54935481e-02,-3.16360875e-03,5.86571569e-03,6.86083046e-02,-7.34807986e-20,6.86083046e-02,-6.86083046e-02
0.0156,1.37585279e+00,6.97398265e-01,6.78454525e-01,-1.89437397e-01,-9.79019970e-02,-9.15354003e-02,-3.18329838e-03,9.47186987e-03,6.87926395e-02,-6.56583907e-20,6.87926395e-02,-6.87926395e-02
0.0157,1.38057868e+00,7.02058329e-01,6.78520353e-01,-2.35379756e-01,-1.20404341e-01,-1.14975415e-01,-2.71446283e-03,1.17689878e-02,6.90289341e-02,-6.18861207e-20,6.90289341e-02,-6.90289341e-02
0.0158,1.38570752e+00,7.05307475e-01,6.80400041e-01,-2.49074337e-01,-1.26363557e-01,-1.22710780e-01,-1.82638875e-03,1.24537169e-02,6.92853758e-02,-6.44563753e-20,6.92853758e-02,-6.92853758e-02
0.0159,1.38865468e+00,7.05789406e-01,6.82865272e-01,-2.29241340e-01,-1.15280984e-01,-1.13960356e-01,-6.60314135e-04,1.14620670e-02,6.94327339e-02,-6.78011460e-20,6.94327339e-02,-6.94327339e-02
0.016,1.38812285e+00,7.02952473e-01,6.85170376e-01,-1.77820973e-01,-8.83037844e-02,-8.95171885e-02,6.06702072e-04,8.89104865e-03,6.94061424e-02,-7.40854429e-20,6.94061424e-02,-6.94061424e-02
0.0161,1.38511406e+00,6.97655481e-01,6.87458578e-01,-1.01969025e-01,-4.91762791e-02,-5.27927459e-02,1.80823339e-03,5.09845125e-03,6.92557030e-02,-8.22136995e-20,6.92557030e-02,-6.92557030e-02
0.0162,1.38207771e+00,6.91413784e-01,6.90663930e-01,-7.49854173e-03,-9.36817488e-04,-6.56172424e-03,2.81245338e-03,3.74927086e-04,6.91038857e-02,-9.35916561e-20,6.91038857e-02,-6.91038857e-02
0.0163,1.38225199e+00,6.86467198e-01,6.95784788e-01,9.31759053e-02,5.01098897e-02,4.30660156e-02,3.52193707e-03,-4.65879527e-03,6.91125993e-02,-1.03308161e-19,6.91125993e-02,-6.91125993e-02
0.0164,1.38471489e+00,6.83228446e-01,7.01486441e-01,1.82579956e-01,9.51188817e-02,8.74610738e-02,3.82890396e-03,-9.12899778e-03,6.92357444e-02,-1.11278426e-19,6.92357444e-02,-6.92357444e-02
0.0165,1.38935471e+00,6.82355158e-01,7.06999549e-01,2.46443901e-01,1.26835985e-01,1.19607916e-01,3.61403419e-03,-1.23221951e-02,6.94677354e-02,-1.16221594e-19,6.94677354e-02,-6.94677354e-02
0.0166,1.39629637e+00,6.84262041e-01,7.12034332e-01,2.77722912e-01,1.41732193e-01,1.35990719e-01,2.87073699e-03,-1.38861456e-02,6.98148187e-02,-1.16842141e-19,6.98148187e-02,-6.98148187e-02
0.0167,1.40003025e+00,6.86356347e-01,7.13673905e-01,2.73175580e-01,1.38321692e-01,1.34853888e-01,1.73390174e-03,-1.36587790e-02,7.00015126e-02,-1.13825932e-19,7.00015126e-02,-7.00015126e-02
0.0168,1.40095780e+00,6.88823223e-01,7.12134580e-01,2.33113570e-01,1.16937712e-01,1.16175859e-01,3.80926589e-04,-1.16556785e-02,7.00478901e-02,-1.09357128e-19,7.00478901e-02,-7.00478901e-02
0.0169,1.39830846e+00,6.91013547e-01,7.07294911e-01,1.62813645e-01,8.04118688e-02,8.24017764e-02,-9.94953842e-04,-8.14068226e-03,6.99154229e-02,-1.02825016e-19,6.99154229e-02,-6.99154229e-02
0.017,1.39232574e+00,6.92589715e-01,6.99736022e-01,7.14630645e-02,3.35193124e-02,3.79437521e-02,-2.21221986e-03,-3.57315322e-03,6.96162869e-02,-9.38959229e-20,6.96162869e-02,-6.96162869e-02
0.0171,1.38887233e+00,6.96093949e-01,6.92778378e-01,-3.31557129e-02,-1.97218459e-02,-1.34338670e-02,-3.14398946e-03,1.65778565e-03,6.94436164e-02,-8.24231440e-20,6.94436164e-02,-6.94436164e-02
0.0172,1.39023578e+00,7.01857446e-01,6.88378336e-01,-1.34791107e-01,-7.10900322e-02,-6.37010746e-02,-3.69447878e-03,6.73955534e-03,6.95117891e-02,-7.22536066e-20,6.95117891e-02,-6.95117891e-02
0.0173,1.39367583e+00,7.07708966e-01,6.85966868e-01,-2.17420979e-01,-1.12437219e-01,-1.04983759e-01,-3.72672990e-03,1.08710489e-02,6.96837917e-02,-6.49583276e-20,6.96837917e-02,-6.96837917e-02
0.0174,1.39930389e+00,7.13113864e-01,6.86190024e-01,-2.69238404e-01,-1.37807074e-01,-1.31431330e-01,-3.18787179e-03,1.34619202e-02,6.99651944e-02,-6.10919813e-20,6.99651944e-02,-6.99651944e-02
0.0175,1.40477545e+00,7.16544238e-01,6.88231214e-01,-2.83130243e-01,-1.43732673e-01,-1.39397569e-01,-2.16755200e-03,1.41565121e-02,7.02387726e-02,-6.22561004e-20,7.02387726e-02,-7.02387726e-02
0.0176,1.40707369e+00,7.16426564e-01,6.90647122e-01,-2.57794416e-01,-1.29728718e-01,-1.28065699e-01,-8.31509577e-04,1.28897208e-02,7.03536843e-02,-6.66353975e-20,7.03536843e-02,-7.03536843e-02
0.0177,1.40476268e+00,7.12288915e-01,6.92473768e-01,-1.98151473e-01,-9.84650469e-02,-9.96864259e-02,6.10689526e-04,9.90757364e-03,7.02381341e-02,-7.36027732e-20,7.02381341e-02,-7.02381341e-02
0.0178,1.40048040e+00,7.05790913e-01,6.94689488e-01,-1.11014246e-01,-5.35422866e-02,-5.74719595e-02,1.96483645e-03,5.55071231e-03,7.00240200e-02,-8.26222345e-20,7.00240200e-02,-7.00240200e-02
0.0179,1.39568892e+00,6.98052223e-01,6.97636695e-01,-4.15527938e-03,1.01313230e-03,-5.16841168e-03,3.09077199e-03,2.07763969e-04,6.97844459e-02,-9.53554909e-20,6.97844459e-02,-6.97844459e-02
0.018,1.39601196e+00,6.92621540e-01,7.03390421e-01,1.07688810e-01,5.77228506e-02,4.99659589e-02,3.87844585e-03,-5.38444048e-03,6.98005980e-02,-1.05410339e-19,6.98005980e-02,-6.98005980e-02
0.0181,1.39805549e+00,6.88752528e-01,7.09302963e-01,2.05504342e-01,1.06955977e-01,9.85483650e-02,4.20380580e-03,-1.02752171e-02,6.99027745e-02,-1.14555209e-19,6.99027745e-02,-6.99027745e-02
0.0182,1.40353736e+00,6.88114929e-01,7.15422431e-01,2.73075023e-01,1.40476445e-01,1.32598578e-01,3.93893345e-03,-1.36537512e-02,7.01768680e-02,-1.19785898e-19,7.01768680e-02,-7.01768680e-02
0.0183,1.41037750e+00,6.89991628e-01,7.20385874e-01,3.03942458e-01,1.55062826e-01,1.48879632e-01,3.09159703e-03,-1.51971229e-02,7.05188751e-02,-1.20477874e-19,7.05188751e-02,-7.05188751e-02
0.0184,1.41408730e+00,6.92293959e-01,7.21793337e-01,2.94993777e-01,1.49318100e-01,1.45675678e-01,1.82121083e-03,-1.47496889e-02,7.07043648e-02,-1.18178653e-19,7.07043648e-02,-7.07043648e-02
0.0185,1.41374991e+00,6.94511811e-01,7.19238094e-01,2.47262839e-01,1.23955648e-01,1.23307191e-01,3.24228282e-04,-1.23631419e-02,7.06874953e-02,-1.12531891e-19,7.06874953e-02,-7.06874953e-02
0.0186,1.41000351e+00,6.96625526e-01,7.13377985e-01,1.67524594e-01,8.25859332e-02,8.49386609e-02,-1.17636385e-03,-8.37622971e-03,7.05001756e-02,-1.04477236e-19,7.05001756e-02,-7.05001756e-02
0.0187,1.40261880e+00,6.97989160e-01,7.04629639e-01,6.64047900e-02,3.07199366e-02,3.56848534e-02,-2.48245838e-03,-3.32023950e-03,7.01309399e-02,-9.43488914e-20,7.01309399e-02,-7.01309399e-02
0.0188,1.39851571e+00,7.01609891e-01,6.96905821e-01,-4.70406970e-02,-2.69859645e-02,-2.00547325e-02,-3.46561598e-03,2.35203485e-03,6.99257856e-02,-8.20384134e-20,6.99257856e-02,-6.99257856e-02
0.0189,1.39993285e+00,7.07707042e-01,6.92225807e-01,-1.54812342e-01,-8.14221942e-02,-7.33901476e-02,-4.01602331e-03,7.74061709e-03,6.99966425e-02,-7.06420533e-20,6.99966425e-02,-6.99966425e-02
0.019,1.40380724e+00,7.13902823e-01,6.89904419e-01,-2.39984042e-01,-1.23983704e-01,-1.16000338e-01,-3.99168336e-03,1.19992021e-02,7.01903621e-02,-6.36901346e-20,7.01903621e-02,-7.01903621e-02
0.0191,1.40981731e+00,7.19446913e-01,6.90370398e-01,-2.90765150e-01,-1.48736568e-01,-1.42028582e-01,-3.35399311e-03,1.45382575e-02,7.04908655e-02,-6.11562014e-20,7.04908655e-02,-7.04908655e-02
0.0192,1.41510860e+00,7.22555461e-01,6.92553143e-01,-3.00023177e-01,-1.52231009e-01,-1.47792167e-01,-2.21942112e-03,1.50011588e-02,7.07554302e-02,-6.22473510e-20,7.07554302e-02,-7.07554302e-02
0.0193,1.41638068e+00,7.21582117e-01,6.94798564e-01,-2.67835528e-01,-1.34689150e-01,-1.33146378e-01,-7.71385778e-04,1.33917764e-02,7.08190340e-02,-6.72290578e-20,7.08190340e-02,-7.08190340e-02
0.0194,1.41339514e+00,7.16724944e-01,6.96670196e-01,-2.00547481e-01,-9.95123150e-02,-1.01035166e-01,7.61425508e-04,1.00273740e-02,7.06697570e-02,-7.49179965e-20,7.06697570e-02,-7.06697570e-02
0.0195,1.40760294e+00,7.09041191e-01,6.98561746e-01,-1.04794445e-01,-5.02200559e-02,-5.45743893e-02,2.17716669e-03,5.23972226e-03,7.03801469e-02,-8.42035038e-20,7.03801469e-02,-7.03801469e-02
0.0196,1.40277488e+00,7.00881717e-01,7.01893160e-01,1.01144321e-02,8.39356631e-03,1.72086581e-03,3.33635025e-03,-5.05721606e-04,7.01387438e-02,-9.79110360e-20,7.01387438e-02,-7.01387438e-02
0.0197,1.40253771e+00,6.94921258e-01,7.07616456e-01,1.26951980e-01,6.75968277e-02,5.93551525e-02,4.12083761e-03,-6.34759901e-03,7.01268857e-02,-1.08118716e-19,7.01268857e-02,-7.01268857e-02
0.0198,1.40579024e+00,6.91591904e-01,7.14198337e-01,2.26064331e-01,1.17426636e-01,1.08637695e-01,4.39447064e-03,-1.13032165e-02,7.02895121e-02,-1.17140734e-19,7.02895121e-02,-7.02895121e-02
0.0199,1.41158768e+00,6.91207536e-01,7.20380143e-01,2.91726068e-01,1.49900452e-01,1.41825616e-01,4.03741778e-03,-1.45863034e-02,7.05793839e-02,-1.22158650e-19,7.05793839e-02,-7.05793839e-02
0.02,1.41868689e+00,6.93455058e-01,7.25231829e-01,3.17767713e-01,1.61967110e-01,1.55800602e-01,3.08325412e-03,-1.58883856e-02,7.09343443e-02,-1.22624265e-19,7.09343443e-02,-7.09343443e-02
0.0201,1.42111876e+00,6.95441101e-01,7.25677663e-01,3.02365618e-01,1.52892809e-01,1.49472809e-01,1.71000011e-03,-1.51182809e-02,7.10559382e-02,-1.20142276e-19,7.10559382e-02,-7.10559382e-02
0.0202,1.41995269e+00,6.97632820e-01,7.22319875e-01,2.46870557e-01,1.23565815e-01,1.23304742e-01,1.30536380e-04,-1.23435278e-02,7.09976347e-02,-1.13312259e-19,7.09976347e-02,-7.09976347e-02
0.0203,1.41475278e+00,6.99393768e-01,7.15359008e-01,1.59652405e-01,7.84070721e-02,8.12453331e-02,-1.41913049e-03,-7.98262026e-03,7.07376388e-02,-1.04619157e-19,7.07376388e-02,-7.07376388e-02
0.0204,1.40692029e+00,7.00865232e-01,7.06055055e-01,5.18982274e-02,2.32105916e-02,2.86876358e-02,-2.73852210e-03,-2.59491137e-03,7.03460144e-02,-9.36541739e-20,7.03460144e-02,-7.03460144e-02
0.0205,1.40339874e+00,7.05005729e-01,6.98393014e-01,-6.61271450e-02,-3.67681922e-02,-2.93589528e-02,-3.70461967e-03,3.30635725e-03,7.01699371e-02,-8.05443261e-20,7.01699371e-02,-7.01699371e-02
0.0206,1.40535225e+00,7.11432119e-01,6.93920127e-01,-1.75119920e-01,-9.17580951e-02,-8.33618250e-02,-4.19813503e-03,8.75599601e-03,7.02676123e-02,-6.91915848e-20,7.02676123e-02,-7.02676123e-02
0.0207,1.40958054e+00,7.17704595e-01,6.91875941e-01,-2.58286541e-01,-1.33220107e-01,-1.25066433e-01,-4.07683701e-03,1.29143270e-02,7.04790268e-02,-6.25667353e-20,7.04790268e-02,-7.04790268e-02
0.0208,1.41556213e+00,7.22982678e-01,6.92579453e-01,-3.04032256e-01,-1.55347304e-01,-1.48684952e-01,-3.33117597e-03,1.52016128e-02,7.07781066e-02,-6.08103895e-20,7.07781066e-02,-7.07781066e-02
0.0209,1.42060355e+00,7.25609355e-01,6.94994198e-01,-3.06151567e-01,-1.55172864e-01,-1.50978703e-01,-2.09708045e-03,1.53075784e-02,7.10301776e-02,-6.26394730e-20,7.10301776e-02,-7.10301776e-02
0.021,1.42070761e+00,7.23680289e-01,6.97027322e-01,-2.66529670e-01,-1.33841227e-01,-1.32688443e-01,-5.76391884e-04,1.33264835e-02,7.10353806e-02,-6.83089597e-20,7.10353806e-02,-7.10353806e-02
0.0211,1.41681385e+00,7.18014260e-01,6.98799592e-01,-1.92146672e-01,-9.50773324e-02,-9.70693396e-02,9.96003583e-04,9.60733360e-03,7.08406926e-02,-7.66623249e-20,7.08406926e-02,-7.08406926e-02
0.0212,1.41049800e+00,7.09715134e-01,7.00782868e-01,-8.93226648e-02,-4.22429569e-02,-4.70797080e-02,2.41837556e-03,4.46613324e-03,7.05249001e-02,-8.63219784e-20,7.05249001e-02,-7.05249001e-02
0.0213,1.40591977e+00,7.01461749e-01,7.04458025e-01,2.99627632e-02,1.85375723e-02,1.14251909e-02,3.55619067e-03,-1.49813816e-03,7.02959887e-02,-9.98916235e-20,7.02959887e-02,-7.02959887e-02
0.0214,1.40596127e+00,6.95582118e-01,7.10379153e-01,1.47970358e-01,7.82746017e-02,6.96957568e-02,4.28942247e-03,-7.39851792e-03,7.02980636e-02,-1.10138904e-19,7.02980636e-02,-7.02980636e-02
0.0215,1.40985011e+00,6.92717548e-01,7.17132558e-01,2.44150100e-01,1.26547184e-01,1.17602916e-01,4.47213398e-03,-1.22075050e-02,7.04925053e-02,-1.18964717e-19,7.04925053e-02,-7.04925053e-02
0.0216,1.41649305e+00,6.92995167e-01,7.23497881e-01,3.05027140e-01,1.56514400e-01,1.48512740e-01,4.00083028e-03,-1.52513570e-02,7.08246524e-02,-1.23425519e-19,7.08246524e-02,-7.08246524e-02
0.0217,1.42236858e+00,6.94972724e-01,7.27395861e-01,3.24231362e-01,1.65058562e-01,1.59172800e-01,2.94288066e-03,-1.62115681e-02,7.11184292e-02,-1.23419162e-19,7.11184292e-02,-7.11184292e-02
0.0218,1.42456900e+00,6.97237583e-01,7.27331422e-01,3.00938387e-01,1.51958541e-01,1.48979846e-01,1.48934761e-03,-1.50469193e-02,7.12284502e-02,-1.20445460e-19,7.12284502e-02,-7.12284502e-02
0.0219,1.42268515e+00,6.99444362e-01,7.23240791e-01,2.37964291e-01,1.18848312e-01,1.19115979e-01,-1.33833553e-04,-1.18982145e-02,7.11342576e-02,-1.12968617e-19,7.11342576e-02,-7.11342576e-02
0.022,1.41628477e+00,7.00898349e-01,7.15386418e-01,1.44880696e-01,7.07524862e-02,7.41282097e-02,-1.68786177e-03,-7.24403479e-03,7.08142383e-02,-1.03076543e-19,7.08142383e-02,-7.08142383e-02
0.0221,1.40813956e+00,7.02468159e-01,7.05671404e-01,3.20324472e-02,1.30364012e-02,1.89960459e-02,-2.97982235e-03,-1.60162236e-03,7.04069782e-02,-9.16777773e-20,7.04069782e-02,-7.04069782e-02
0.0222,1.40613830e+00,7.07466570e-01,6.98671728e-01,-8.79484202e-02,-4.78650579e-02,-4.00833623e-02,-3.89084784e-03,4.39742101e-03,7.03069149e-02,-7.77102401e-20,7.03069149e-02,-7.03069149e-02
0.0223,1.40801936e+00,7.13739154e-01,6.94280211e-01,-1.94589425e-01,-1.01588546e-01,-9.30008787e-02,-4.29383365e-03,9.72947124e-03,7.04009682e-02,-6.76552998e-20,7.04009682e-02,-7.04009682e-02
0.0224,1.41317365e+00,7.20244172e-01,6.92929474e-01,-2.73146979e-01,-1.40630056e-01,-1.32516923e-01,-4.05656665e-03,1.36573489e-02,7.06586823e-02,-6.16050888e-20,7.06586823e-02,-7.06586823e-02
0.0225,1.41883923e+00,7.25018603e-01,6.93820629e-01,-3.11979742e-01,-1.59190340e-01,-1.52789403e-01,-3.20046844e-03,1.55989871e-02,7.09419616e-02,-6.08607253e-20,7.09419616e-02,-7.09419616e-02
0.0226,1.42308578e+00,7.26855280e-01,6.96230498e-01,-3.06247821e-01,-1.55005403e-01,-1.51242419e-01,-1.88149190e-03,1.53123911e-02,7.11542889e-02,-6.34519760e-20,7.11542889e-02,-7.11542889e-02
0.0227,1.42227328e+00,7.24068816e-01,6.98204467e-01,-2.58643485e-01,-1.29634574e-01,-1.29008911e-01,-3.12831702e-04,1.29321742e-02,7.11136641e-02,-6.96753193e-20,7.11136641e-02,-7.11136641e-02
0.0228,1.41794085e+00,7.17862783e-01,7.00078067e-01,-1.77847162e-01,-8.76572082e-02,-9.01899540e-02,1.26637291e-03,8.89235811e-03,7.08970425e-02,-7.87203252e-20,7.08970425e-02,-7.08970425e-02
0.0229,1.41133451e+00,7.09176507e-01,7.02158007e-01,-7.01849971e-02,-3.24262840e-02,-3.77587130e-02,2.66621450e-03,3.50924985e-03,7.05667257e-02,-8.95115917e-20,7.05667257e-02,-7.05667257e-02
0.023,1.40732982e+00,7.01043321e-01,7.06286503e-01,5.24318198e-02,2.99701779e-02,2.24616419e-02,3.75426796e-03,-2.62159099e-03,7.03664912e-02,-1.02561499e-19,7.03664912e-02,-7.03664912e-02
0.0231,1.40802520e+00,6.95574151e-01,7.12451052e-01,1.68769009e-01,8.87940211e-02,7.99749878e-02,4.40951663e-03,-8.43845044e-03,7.04012601e-02,-1.12608513e-19,7.04012601e-02,-7.04012601e-02
